model_id,question_id,rank,chunk_id,score
bge_base_en_v1_5,10K-V2-I7-002,1,323318,1.6171952486038208
bge_base_en_v1_5,10K-V2-I7-002,2,323324,-1.979702353477478
bge_base_en_v1_5,10K-V2-I7-002,3,323320,-2.449077844619751
bge_base_en_v1_5,10K-V2-I7-002,4,323337,-3.160127639770508
bge_base_en_v1_5,10K-V2-I7-002,5,323316,-3.398200035095215
bge_base_en_v1_5,10K-V2-I7-003,1,302855,-2.2681500911712646
bge_base_en_v1_5,10K-V2-I7-003,2,302873,-2.9059090614318848
bge_base_en_v1_5,10K-V2-I7-003,3,302874,-3.976391315460205
bge_base_en_v1_5,10K-V2-I7-003,4,302853,-4.795847415924072
bge_base_en_v1_5,10K-V2-I7-003,5,302869,-5.425568103790283
bge_base_en_v1_5,10K-V2-I7-004,1,340534,-3.0979647636413574
bge_base_en_v1_5,10K-V2-I7-004,2,340536,-3.779613733291626
bge_base_en_v1_5,10K-V2-I7-004,3,340529,-4.175324440002441
bge_base_en_v1_5,10K-V2-I7-004,4,340535,-4.663224220275879
bge_base_en_v1_5,10K-V2-I7-004,5,340530,-5.350386619567871
bge_base_en_v1_5,10K-V2-I8-001,1,281164,0.658237099647522
bge_base_en_v1_5,10K-V2-I8-001,2,281170,0.11021322011947632
bge_base_en_v1_5,10K-V2-I8-001,3,281171,-2.1581871509552
bge_base_en_v1_5,10K-V2-I8-001,4,281163,-2.8233349323272705
bge_base_en_v1_5,10K-V2-I8-001,5,281167,-2.8253612518310547
bge_base_en_v1_5,10K-V2-I8-002,1,293640,-0.8651106953620911
bge_base_en_v1_5,10K-V2-I8-002,2,293655,-1.097728967666626
bge_base_en_v1_5,10K-V2-I8-002,3,293641,-2.233677625656128
bge_base_en_v1_5,10K-V2-I8-002,4,293644,-2.2362897396087646
bge_base_en_v1_5,10K-V2-I8-002,5,293684,-2.65659236907959
bge_base_en_v1_5,10K-V2-I8-003,1,233516,1.469846248626709
bge_base_en_v1_5,10K-V2-I8-003,2,233527,0.6116570234298706
bge_base_en_v1_5,10K-V2-I8-003,3,233515,-0.5559403896331787
bge_base_en_v1_5,10K-V2-I8-003,4,233602,-1.9941967725753784
bge_base_en_v1_5,10K-V2-I8-003,5,233513,-2.8309249877929688
bge_base_en_v1_5,10K-V2-I8-004,1,290535,0.9077140688896179
bge_base_en_v1_5,10K-V2-I8-004,2,290530,-2.5534424781799316
bge_base_en_v1_5,10K-V2-I8-004,3,290502,-2.6905815601348877
bge_base_en_v1_5,10K-V2-I8-004,4,290500,-2.925506591796875
bge_base_en_v1_5,10K-V2-I8-004,5,290492,-2.9725468158721924
bge_base_en_v1_5,10K-V2-XC-001,1,264515,-1.2146637439727783
bge_base_en_v1_5,10K-V2-XC-001,2,286848,-1.0086134672164917
bge_base_en_v1_5,10K-V2-XC-001,3,264516,-2.4577953815460205
bge_base_en_v1_5,10K-V2-XC-001,4,286847,-2.6637537479400635
bge_base_en_v1_5,10K-V2-XC-001,5,264514,-3.0453057289123535
bge_base_en_v1_5,10K-V2-XC-002,1,291507,-1.952242136001587
bge_base_en_v1_5,10K-V2-XC-002,2,326182,-4.146587371826172
bge_base_en_v1_5,10K-V2-XC-002,3,291502,-4.189550876617432
bge_base_en_v1_5,10K-V2-XC-002,4,326178,-4.189937591552734
bge_base_en_v1_5,10K-V2-XC-002,5,291517,-4.438939571380615
bge_base_en_v1_5,10K-V2-XC-003,1,313088,-6.406546592712402
bge_base_en_v1_5,10K-V2-XC-003,2,245430,-2.949284315109253
bge_base_en_v1_5,10K-V2-XC-003,3,313089,-7.530029296875
bge_base_en_v1_5,10K-V2-XC-003,4,245468,-2.9513039588928223
bge_base_en_v1_5,10K-V2-XC-003,5,313086,-7.894084930419922
bge_base_en_v1_5,10K-V2-XC-004,1,280029,-1.6250410079956055
bge_base_en_v1_5,10K-V2-XC-004,2,239593,-1.3351380825042725
bge_base_en_v1_5,10K-V2-XC-004,3,280028,-2.8927462100982666
bge_base_en_v1_5,10K-V2-XC-004,4,239612,-1.9858109951019287
bge_base_en_v1_5,10K-V2-XC-004,5,280030,-4.3324480056762695
bge_base_en_v1_5,10K-V2-TC-001,1,304857,3.3897340297698975
bge_base_en_v1_5,10K-V2-TC-001,2,304832,1.4904195070266724
bge_base_en_v1_5,10K-V2-TC-001,3,304833,1.4839122295379639
bge_base_en_v1_5,10K-V2-TC-001,4,304853,0.31125253438949585
bge_base_en_v1_5,10K-V2-TC-001,5,304854,0.2597001791000366
bge_base_en_v1_5,10K-V2-TC-002,1,332966,5.9450531005859375
bge_base_en_v1_5,10K-V2-TC-002,2,332972,5.711421966552734
bge_base_en_v1_5,10K-V2-TC-002,3,332967,5.317207336425781
bge_base_en_v1_5,10K-V2-TC-002,4,332961,4.819993495941162
bge_base_en_v1_5,10K-V2-TC-002,5,332960,3.5843305587768555
bge_base_en_v1_5,10K-V2-TC-003,1,266360,0.4133443236351013
bge_base_en_v1_5,10K-V2-TC-003,2,266791,-0.29811394214630127
bge_base_en_v1_5,10K-V2-TC-003,3,266357,-2.036383628845215
bge_base_en_v1_5,10K-V2-TC-003,4,266790,-1.6205660104751587
bge_base_en_v1_5,10K-V2-TC-003,5,266356,-2.2876272201538086
bge_base_en_v1_5,10K-V2-TC-004,1,339365,2.6409554481506348
bge_base_en_v1_5,10K-V2-TC-004,2,339784,2.8933968544006348
bge_base_en_v1_5,10K-V2-TC-004,3,339321,2.185427188873291
bge_base_en_v1_5,10K-V2-TC-004,4,339748,2.339078426361084
bge_base_en_v1_5,10K-V2-TC-004,5,339335,2.0102663040161133
