model_id,question_id,rank,chunk_id,score
semantic20_lexical20_rrf_pool20,10K-V2-XC-003,2,245430,-2.949284315109253
semantic20_lexical20_rrf_pool20,10K-V2-XC-003,3,313089,-7.530029296875
semantic20_lexical20_rrf_pool20,10K-V2-XC-003,4,245468,-2.9513039588928223
semantic20_lexical20_rrf_pool20,10K-V2-XC-003,5,313086,-7.894084930419922
semantic20_lexical20_rrf_pool20,10K-V2-XC-004,1,280029,-1.6250410079956055
semantic20_lexical20_rrf_pool20,10K-V2-XC-004,2,239593,-1.335140347480774
semantic20_lexical20_rrf_pool20,10K-V2-XC-004,3,280028,-2.8927462100982666
semantic20_lexical20_rrf_pool20,10K-V2-XC-004,4,239612,-1.9858109951019287
semantic20_lexical20_rrf_pool20,10K-V2-XC-004,5,280030,-4.3324480056762695
semantic20_lexical20_rrf_pool20,10K-V2-TC-001,1,304857,3.3897340297698975
semantic20_lexical20_rrf_pool20,10K-V2-TC-001,2,304832,1.4904195070266724
semantic20_lexical20_rrf_pool20,10K-V2-TC-001,3,304833,1.4839122295379639
semantic20_lexical20_rrf_pool20,10K-V2-TC-001,4,304853,0.31125253438949585
semantic20_lexical20_rrf_pool20,10K-V2-TC-001,5,304854,0.2597001791000366
semantic20_lexical20_rrf_pool20,10K-V2-TC-002,1,332966,5.945053577423096
semantic20_lexical20_rrf_pool20,10K-V2-TC-002,2,332972,5.711421966552734
semantic20_lexical20_rrf_pool20,10K-V2-TC-002,3,332967,5.317206382751465
semantic20_lexical20_rrf_pool20,10K-V2-TC-002,4,332961,4.819993495941162
semantic20_lexical20_rrf_pool20,10K-V2-TC-002,5,332960,3.5843305587768555
semantic20_lexical20_rrf_pool20,10K-V2-TC-003,1,266360,0.4133443236351013
semantic20_lexical20_rrf_pool20,10K-V2-TC-003,2,266791,-0.29811394214630127
semantic20_lexical20_rrf_pool20,10K-V2-TC-003,3,266357,-2.036383628845215
semantic20_lexical20_rrf_pool20,10K-V2-TC-003,4,266790,-1.6205660104751587
semantic20_lexical20_rrf_pool20,10K-V2-TC-003,5,266356,-2.2876272201538086
semantic20_lexical20_rrf_pool20,10K-V2-TC-004,1,339365,2.6409554481506348
semantic20_lexical20_rrf_pool20,10K-V2-TC-004,2,339784,2.8933968544006348
semantic20_lexical20_rrf_pool20,10K-V2-TC-004,3,339321,2.185429573059082
semantic20_lexical20_rrf_pool20,10K-V2-TC-004,4,339748,2.3390769958496094
semantic20_lexical20_rrf_pool20,10K-V2-TC-004,5,339335,2.0102663040161133
